projection_id,projection_entity_id,x,y
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_17589B1FFFF1CBB217E96F98,0.2763036,0.6204655
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_179B0A8E9E8917A3347107F4,0.17236626,0.6195135
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_17CF5861BDDF6DA0D07E1C85,0.63990206,0.40292972
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1902968574B9A9E1A11BB10B,0.092862256,0.71791047
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_198825CFF07EA2ECEA7CA817,0.7265066,0.20980568
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_19B2437274CB32AD9C7BA860,0.61556345,0.48132056
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1A76A9908951B85627FAAC1D,0.046911653,0.49285686
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1A7ABC754B6E15C015A9CD29,0.12802821,0.60358375
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1AEE13253E2E859BA777C7D4,0.7006777,0.33225912
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1B1EBB02A43594A8C2874BC1,0.6194977,0.49483395
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1B1F034625703185A8E1F407,0.13049152,0.64946854
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1B20243AE2F3AF66CE5021A3,0.109215,0.72061574
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1B43E7ACB233D3A1A7D6B5F7,0.122628294,0.6110334
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1B6C962E86191F6377EAC748,0.04838304,0.73706204
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1C1C894310B71627047A6BD1,0.94662267,0.8190729
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1C8D15671012805B45B4CF58,0.25956422,0.70639
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1C9A2B30E9BB4786D12A2741,0.08819486,0.6692805
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1CD5E287EDA2BCFC48AA9B71,0.06440437,0.83725137
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1CE6C3D027E0F3B8A1FA1844,0.12169121,0.6689372
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1D7C3021CF5671EF76B54BB8,0.34062624,0.33209342
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1DB5C188DC6C3E2C1C3E39A6,0.10494614,0.62692237
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1E0B9549B87679634D614CD5,0.2113588,0.55589145
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1E4B2CBEBAC641CA092E8264,0.36962804,0.6421947
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1E4FFA6910D5143BD5521C9D,0.9518212,0.82450193
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1EC13D342877C22E05DD506B,0.12839957,0.75732905
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1F4C50720A7FC904864B33BD,0.1387131,0.60934764
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1F70844F17844EF8251D742F,1.0,0.49093628
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1FA94761987A156E2A64FB3C,0.65394396,0.4252796
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_1FEBFD07209D7979E5192D16,0.5478939,0.5328059
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2082A97A9D0F05FE16A5232B,0.34150803,0.56305265
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2093CA5D5D368B0D9934A4C8,0.062409956,0.83931094
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_219D44CEE91A14D2FB92C606,0.047566365,0.4938449
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_21D3F1464D617109AAD384F4,0.7662507,0.41246843
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_221AAFEFD995A8CAF5F76E91,0.2946308,0.3259971
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_222E4E27E8DA204967963F43,0.22246894,0.66297305
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2257157370A52FA09B96E392,0.37204555,0.64120245
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_226FFAD7679BCDEBD586765A,0.35930452,0.006062485
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_22716538C01B2D801FF710E4,0.9951041,0.48069248
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_22B5C44BFE2CC9BC7EA0691F,0.5456517,0.18113115
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_23581600D3C4F2B61B23C14C,0.7658617,0.19166322
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_23E7664A08BF67B6F2BB3771,0.25977948,0.7069875
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_241DC63381A5D8240BA4B488,0.16169992,0.6638592
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_24C523970F019B373947BF25,0.093357235,0.69616455
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_24D92C2E007D397E5800014F,0.9893546,0.4862315
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2510F3811C57690E26D6C864,0.32794845,0.57677954
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_252C20C671B3B1CC653E470D,0.09997012,0.6877127
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_254053BBEA4C744478888306,0.7301658,0.31049657
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_258BF5E4C7A583586DD3DCDE,0.36329845,0.003313079
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_268EE62E3BC1591E84F09563,0.21387304,0.7732496
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_26F5A7311EF340FAE997615A,0.027154017,0.68436307
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2758816F58285F940714CFF9,0.07653285,0.69863635
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_27636FBBC0C91035D69DBF18,0.21246983,0.77782905
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_27A7B63E50E4C3546EFC6A4F,0.052165665,0.4980201
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_27F590133B203CB0AA39819C,0.27211243,0.32220703
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2873BB232C6457030CF1F99C,0.76172537,0.41993493
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_28D2C75098105F49C3B52F46,0.62637144,0.5068942
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_291601F5E67D08E99E4255B8,0.75866354,0.19146721
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2A20E9FC007C3486A12C907C,0.7195065,0.3171371
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2BD1FCF68343D429E108DF76,0.94143623,0.8140132
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2BEC140543D01E700D854870,0.2607502,0.705007
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2BF99D30D52F5CC12FDF8D28,0.06427301,0.5028446
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2C397DF0488972DFAF75F2F7,0.3716235,0.6416907
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2CA8BECA0399AD27F1DAA021,0.55662245,0.18945712
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2D057FEEEF1C7BE7FD51D938,0.15756945,0.62679327
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2D0DDB9425382E3128BB604F,0.701033,0.9910942
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2D1A2FA1F6258262E2FFB9B8,0.9375081,0.81282765
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2DB78E3CB9CA990E18A74E25,0.0651911,0.5998191
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2E40C12DCC1825F9E5DF6622,0.100287154,0.6332476
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2EBDC5B99579F845F141F587,0.6168785,0.4078293
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2EFCD5C82E9BC95FA16EBD5D,0.08277097,0.6720357
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2F954BC3C2CD2A32ADE3C610,0.01768656,0.685455
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_2FE02A16F1EC013849EBDF96,0.07440793,0.6800172
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_302E22557C3E218969935D00,0.27192324,0.32210186
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_30C5F5C2CFAAF1049F724789,0.07929342,0.63442516
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_30D82A80FEEBEC9C7A7BBEA4,0.33436936,0.3343967
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_30DF0E31D1B529DAA2E4F46F,0.17700057,0.6283567
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_310C2D00A293B28CC45282B7,0.7330748,0.31442413
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3173B4499D86D0C0BFC7C538,0.05684313,0.5902129
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3273BEEDA2DB2F4BE925EA04,0.121653385,0.6935074
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_32B804FC555B7C1267A9AE63,0.24442628,0.60826075
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_32E5D67C0A47A856B8D06BE6,0.5495761,0.5346925
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_330A0CA86CB396ADA34CEE06,0.05763928,0.58875394
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_33445F17AB4CC04DD5F19ECE,0.48090675,0.40908727
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_349D9DE808EF58A0A451192A,0.65788513,0.40034983
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_34E0B72A0E7B34DE1102905D,0.7166061,0.31868002
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_34E38DB9DADE5CD57A6B6F8F,0.36242834,0.003203691
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_34FA7DF17B5D886844D61DA7,0.77436477,0.15334992
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3591A7A3445AEC7F4C76A878,0.7289473,0.31065473
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_35B9EEE07EF886150FF9ED80,0.026142497,0.676596
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_365DB2B960BCD2454AD9E0D5,0.6170993,0.48469606
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_36735D6BA4DD77B63D5A6852,0.21417917,0.77727413
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3709B6865B98021C9313FC91,0.100738,0.6777028
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_372520C5720EC4DA1B6723D0,0.9496293,0.81758237
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_377258A8D12847BEBFA2B891,0.6061521,0.4121647
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_37FA41F6616680BFB3E5EF75,0.38191515,0.3377369
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_38D6294250E88C01874B8B6B,0.9835581,0.47972587
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3900009A5274DFA973BBD40F,0.19451793,0.60521716
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_393F393D2E0B6D82D8681DDA,0.6081107,0.36431023
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_399E69575672C5058C20BCD3,0.318026,0.33610532
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_39DE58A357C3D59C79D30986,0.13724583,0.64931554
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3A2652C9D43C5C397CD7A753,0.053200863,0.66122216
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3A86C6A366FBD071E73CA7A7,0.1394836,0.52703464
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3B72FB37BDE9C34B0F9746C1,0.7790389,0.16102426
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3B9E5B52BD3ADC63CBB2E654,0.059616137,0.58827066
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3C3E3E41A7668EABD725DF8D,0.28785163,0.66539544
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3C62C99BC42B140CA7085745,0.13652617,0.54119414
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3C75BC28C3709821E7177352,0.14853819,0.6217043
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3C8F2F4DF33F6411A2EF6053,0.36278608,0.6477392
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3CD11189075878B537814B76,0.008116722,0.68463326
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3CDC0B71291E54020F7328AC,0.2239424,0.6095404
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3CDD8BA5E9F313BE765059DE,0.08427285,0.61148256
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3CFFE6EE9FB68C19E93A937E,0.21331616,0.77682024
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3DA905EABB7550706308F320,0.29642442,0.32876316
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3DB0E7908652F479334CCACF,0.341285,0.56504154
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3E10FEFB264A79E753D23A63,0.10337827,0.67070526
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3EE37B832D36A87484D203E3,0.2088436,0.69915694
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3F5F968AEEEBE9E396CFB0BD,0.15102048,0.63289833
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3FCD68FF77A271CEDE07A34C,0.047416374,0.49279907
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_3FD5D75657ED471CB75B9674,0.055531915,0.5847525
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_40166403B5451DD8068528F6,0.9851681,0.4805675
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_401E7E23C3F77C1CC3B9F5DD,0.6132429,0.3898061
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_406F5D26E5D6D8A428C118EB,0.0016508999,0.57744026
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_40F2E6F71E214530659A49EE,0.030356225,0.6315735
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_412305832CEDB98230EE7CAE,0.21071911,0.7786155
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_41A4CA8B97542C43C14E2250,0.7496609,0.5168388
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_41AE976F566B5A7D8B5587AA,0.13036227,0.63852686
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_42495D4036A36B1AE6FD3A88,0.61313915,0.40375245
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_42B59E3A6E18FB5F31EA1B4D,0.99594533,0.47196174
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_43544282B91A066687053864,0.21173738,0.7744132
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_435D2CE9E7588A5DBC4EF0CC,0.025791245,0.5886631
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_43969330E10227984562CCE5,0.028022096,0.6318955
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_440CFBDFEEB9E4CBB65C6FEA,0.36361694,0.63959986
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_451CCD0FC79597FF94DB7F2E,0.34912577,0.3241296
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_45556FC2751B15707FD1F008,0.6220417,0.4124196
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_457D1E5B908770B296148DEF,0.7653813,0.14980926
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_458026CFEDB2F170AC1D7F19,0.11898638,0.69424045
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_4593334835FD19530C3C37E7,0.5419103,0.17574364
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_45B34A6E2AE75F93AF7406C3,0.044027057,0.49347904
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_45C6DE4398D2EC22BF146569,0.6183685,0.48315862
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_45F2BA49620298753EFCE038,0.22520511,0.5468019
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_460372D233DC45743AA8A718,0.27782476,0.66334677
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_468F6EB78F265F1F1F1B867A,0.38371333,0.54536974
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_4694BA7C19BDA0BB870FFC84,0.14700356,0.699894
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_46EB3C7449F0A41966E7B0C8,0.76937675,0.41384023
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_476F1E201F7D8D492CCF01F2,0.54543567,0.1803718
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_47D9FD6124E83E1A92346E94,0.70681775,0.99560076
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_48500DD5E8CB62D1F5E3AC55,0.7488227,0.5139032
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_48751750A4C911BAE3F386F1,0.324825,0.3372328
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_490A07E0E0393A9B8AA5FEAC,0.6304541,0.51159054
PROJ_DG761_20260723_213011_KST_4665FDF3E5CF,PE_4A99320131D0F8C21ADBCC01,0.14219739,0.5258814
