segment_no,vector_row
050673_SEG_PREV_CURR_00403,1555
050673_SEG_CURR_NEXT_00402,1556
050673_SEG_TURN_00409,1557
050673_SEG_TURN_00411,1558
050350_SEG_TURN_00695,1559
050673_SEG_TURN_00278,1560
050673_SEG_TURN_00637,1561
050673_SEG_TURN_00922,1562
050673_SEG_TURN_00286,1563
050673_SEG_TURN_01113,1564
050673_SEG_TURN_00918,1565
050673_SEG_TURN_00423,1566
050673_SEG_TURN_00415,1567
050673_SEG_TURN_00908,1568
050673_SEG_TURN_00930,1569
050673_SEG_TURN_00403,1570
050673_SEG_TURN_00274,1571
050673_SEG_TURN_00276,1572
050673_SEG_TURN_00304,1573
050673_SEG_TURN_00946,1574
050606_SEG_TURN_01548,1575
050606_SEG_TURN_01296,1576
050673_SEG_TURN_00300,1577
050673_SEG_TURN_00402,1578
050673_SEG_TURN_00527,1579
050673_SEG_TURN_00462,1580
050673_SEG_TURN_00270,1581
050673_SEG_TURN_00541,1582
050673_SEG_TURN_00290,1583
050673_SEG_TURN_00944,1584
050673_SEG_TURN_00347,1585
050673_SEG_TURN_00518,1586
050673_SEG_TURN_00049,1587
050492_SEG_CURR_NEXT_00521,1588
050492_SEG_PREV_CURR_00522,1589
050673_SEG_TURN_00421,1590
050673_SEG_TURN_00356,1591
050673_SEG_TURN_00916,1592
050673_SEG_TURN_00331,1593
050673_SEG_TURN_00641,1594
050673_SEG_TURN_00854,1595
050673_SEG_TURN_00852,1596
050673_SEG_CURR_NEXT_00853,1597
050673_SEG_PREV_CURR_00854,1598
050673_SEG_CURR_NEXT_00854,1599
050673_SEG_PREV_CURR_00855,1600
050673_SEG_CURR_NEXT_00852,1601
050673_SEG_PREV_CURR_00853,1602
050430_SEG_TURN_00443,1603
050673_SEG_PREV_CURR_00852,1604
050673_SEG_CURR_NEXT_00851,1605
050430_SEG_CURR_NEXT_00442,1606
050430_SEG_PREV_CURR_00443,1607
050430_SEG_CURR_NEXT_00443,1608
050430_SEG_PREV_CURR_00444,1609
050673_SEG_TURN_00015,1610
050673_SEG_CURR_NEXT_00015,1611
050673_SEG_PREV_CURR_00016,1612
050673_SEG_CURR_NEXT_00014,1613
050673_SEG_PREV_CURR_00015,1614
050430_SEG_TURN_00441,1615
050430_SEG_PREV_CURR_00442,1616
050430_SEG_CURR_NEXT_00441,1617
050673_SEG_TURN_00363,1618
050430_SEG_CURR_NEXT_00440,1619
050430_SEG_PREV_CURR_00441,1620
050673_SEG_TURN_00213,1621
050673_SEG_TURN_01082,1622
050673_SEG_CURR_NEXT_01082,1623
050673_SEG_PREV_CURR_01083,1624
050673_SEG_TURN_01136,1625
050673_SEG_PREV_CURR_01137,1626
050673_SEG_CURR_NEXT_01136,1627
050673_SEG_PREV_CURR_01136,1628
050673_SEG_CURR_NEXT_01135,1629
050673_SEG_PREV_CURR_00214,1630
050673_SEG_CURR_NEXT_00213,1631
050673_SEG_TURN_01069,1632
050673_SEG_CURR_NEXT_00212,1633
050673_SEG_PREV_CURR_00213,1634
050673_SEG_PREV_CURR_00364,1635
050673_SEG_CURR_NEXT_00363,1636
050673_SEG_PREV_CURR_01082,1637
050673_SEG_CURR_NEXT_01081,1638
050492_SEG_TURN_01448,1639
050673_SEG_PREV_CURR_01070,1640
050673_SEG_CURR_NEXT_01069,1641
050606_SEG_TURN_00131,1642
050673_SEG_TURN_00663,1643
050673_SEG_CURR_NEXT_00662,1644
050673_SEG_PREV_CURR_00663,1645
050308_SEG_CURR_NEXT_00541,1646
050308_SEG_PREV_CURR_00542,1647
050308_SEG_TURN_00542,1648
050350_SEG_TURN_00990,1649
050673_SEG_PREV_CURR_00664,1650
050673_SEG_CURR_NEXT_00663,1651
050308_SEG_CURR_NEXT_00542,1652
050308_SEG_PREV_CURR_00543,1653
050673_SEG_TURN_00662,1654
050308_SEG_TURN_00541,1655
050350_SEG_PREV_CURR_00990,1656
050350_SEG_CURR_NEXT_00989,1657
050350_SEG_CURR_NEXT_00990,1658
050350_SEG_PREV_CURR_00991,1659
050673_SEG_CURR_NEXT_00661,1660
050673_SEG_PREV_CURR_00662,1661
050673_SEG_TURN_00623,1662
050308_SEG_TURN_00543,1663
050673_SEG_TURN_00416,1664
050308_SEG_CURR_NEXT_00540,1665
050308_SEG_PREV_CURR_00541,1666
050673_SEG_CURR_NEXT_00415,1667
050673_SEG_PREV_CURR_00416,1668
050673_SEG_CURR_NEXT_00416,1669
050673_SEG_PREV_CURR_00417,1670
050350_SEG_TURN_00109,1671
050308_SEG_CURR_NEXT_00543,1672
050308_SEG_PREV_CURR_00544,1673
050350_SEG_TURN_00507,1674
050673_SEG_PREV_CURR_00869,1675
050673_SEG_CURR_NEXT_00868,1676
050350_SEG_CURR_NEXT_00507,1677
050350_SEG_PREV_CURR_00508,1678
050673_SEG_TURN_00868,1679
050673_SEG_PREV_CURR_01069,1680
050673_SEG_CURR_NEXT_01068,1681
050673_SEG_PREV_CURR_01066,1682
050673_SEG_CURR_NEXT_01065,1683
050673_SEG_CURR_NEXT_00867,1684
050673_SEG_PREV_CURR_00868,1685
050673_SEG_TURN_01065,1686
050673_SEG_TURN_01070,1687
050673_SEG_TURN_01080,1688
050673_SEG_TURN_00243,1689
050430_SEG_TURN_00442,1690
050673_SEG_TURN_01074,1691
050673_SEG_TURN_01066,1692
050673_SEG_TURN_00245,1693
050673_SEG_TURN_00853,1694
050350_SEG_CURR_NEXT_00506,1695
050350_SEG_PREV_CURR_00507,1696
050673_SEG_CURR_NEXT_01064,1697
050673_SEG_PREV_CURR_01065,1698
050673_SEG_TURN_00249,1699
050673_SEG_TURN_00865,1700
050673_SEG_TURN_00247,1701
050673_SEG_TURN_01072,1702
050673_SEG_TURN_01068,1703
050430_SEG_TURN_00444,1704
050673_SEG_TURN_00879,1705
050308_SEG_CURR_NEXT_00217,1706
050308_SEG_PREV_CURR_00218,1707
050673_SEG_TURN_00240,1708
050673_SEG_TURN_00869,1709
050673_SEG_TURN_00883,1710
050308_SEG_TURN_00217,1711
050673_SEG_TURN_00877,1712
050308_SEG_PREV_CURR_00217,1713
050308_SEG_CURR_NEXT_00216,1714
050673_SEG_CURR_NEXT_00243,1715
050673_SEG_PREV_CURR_00244,1716
050673_SEG_PREV_CURR_00245,1717
050673_SEG_CURR_NEXT_00244,1718
050673_SEG_TURN_00875,1719
050673_SEG_PREV_CURR_00879,1720
050673_SEG_CURR_NEXT_00878,1721
050673_SEG_CURR_NEXT_01079,1722
050673_SEG_PREV_CURR_01080,1723
050673_SEG_CURR_NEXT_00869,1724
050673_SEG_PREV_CURR_00870,1725
050430_SEG_PREV_CURR_00445,1726
050430_SEG_CURR_NEXT_00444,1727
050673_SEG_TURN_01076,1728
050673_SEG_PREV_CURR_00878,1729
050673_SEG_CURR_NEXT_00877,1730
050673_SEG_TURN_00014,1731
050308_SEG_TURN_00218,1732
050673_SEG_TURN_00855,1733
050673_SEG_CURR_NEXT_00865,1734
050673_SEG_PREV_CURR_00866,1735
050673_SEG_TURN_00211,1736
050673_SEG_PREV_CURR_00865,1737
050430_SEG_TURN_00254,1738
050615_SEG_TURN_01098,1739
050606_SEG_TURN_00806,1740
050615_SEG_CURR_NEXT_01098,1741
050615_SEG_PREV_CURR_01099,1742
050606_SEG_PREV_CURR_00806,1743
050606_SEG_CURR_NEXT_00805,1744
050615_SEG_PREV_CURR_01097,1745
050615_SEG_CURR_NEXT_01096,1746
050673_SEG_TURN_00166,1747
050615_SEG_CURR_NEXT_01097,1748
050615_SEG_PREV_CURR_01098,1749
050606_SEG_TURN_00249,1750
050673_SEG_PREV_CURR_00167,1751
050673_SEG_CURR_NEXT_00166,1752
050492_SEG_TURN_01209,1753
050606_SEG_PREV_CURR_00249,1754
050606_SEG_CURR_NEXT_00248,1755
050350_SEG_PREV_CURR_00839,1756
050350_SEG_CURR_NEXT_00838,1757
050350_SEG_TURN_00839,1758
050606_SEG_PREV_CURR_00807,1759
050606_SEG_CURR_NEXT_00806,1760
050492_SEG_TURN_00781,1761
050673_SEG_TURN_00465,1762
050492_SEG_CURR_NEXT_00780,1763
050492_SEG_PREV_CURR_00781,1764
050492_SEG_CURR_NEXT_00781,1765
050492_SEG_PREV_CURR_00782,1766
050430_SEG_PREV_CURR_00254,1767
050430_SEG_CURR_NEXT_00253,1768
050673_SEG_TURN_00152,1769
050350_SEG_PREV_CURR_00840,1770
050350_SEG_CURR_NEXT_00839,1771
050673_SEG_CURR_NEXT_00165,1772
050673_SEG_PREV_CURR_00166,1773
050492_SEG_TURN_00057,1774
050673_SEG_PREV_CURR_00466,1775
050673_SEG_CURR_NEXT_00465,1776
050606_SEG_PREV_CURR_00250,1777
050492_SEG_TURN_00391,1778
050430_SEG_TURN_01026,1779
050430_SEG_CURR_NEXT_01025,1780
050430_SEG_PREV_CURR_01026,1781
050492_SEG_PREV_CURR_00392,1782
050492_SEG_CURR_NEXT_00391,1783
050430_SEG_PREV_CURR_01027,1784
050430_SEG_CURR_NEXT_01026,1785
050615_SEG_TURN_00731,1786
050492_SEG_PREV_CURR_00391,1787
050492_SEG_CURR_NEXT_00390,1788
050606_SEG_CURR_NEXT_01506,1789
050606_SEG_PREV_CURR_01507,1790
050606_SEG_TURN_01507,1791
050606_SEG_TURN_01500,1792
050606_SEG_TURN_01208,1793
050492_SEG_TURN_00806,1794
050606_SEG_CURR_NEXT_01507,1795
050606_SEG_PREV_CURR_01508,1796
050606_SEG_TURN_00888,1797
050492_SEG_PREV_CURR_00807,1798
050492_SEG_CURR_NEXT_00806,1799
050606_SEG_PREV_CURR_01209,1800
050606_SEG_CURR_NEXT_01208,1801
050492_SEG_TURN_00390,1802
050350_SEG_TURN_01408,1803
050606_SEG_PREV_CURR_00888,1804
050606_SEG_CURR_NEXT_00887,1805
050673_SEG_TURN_00951,1806
050606_SEG_TURN_01210,1807
050606_SEG_CURR_NEXT_01209,1808
050606_SEG_PREV_CURR_01210,1809
050350_SEG_PREV_CURR_01408,1810
050350_SEG_CURR_NEXT_01407,1811
050606_SEG_TURN_00160,1812
050673_SEG_TURN_00444,1813
050350_SEG_CURR_NEXT_01408,1814
050350_SEG_PREV_CURR_01409,1815
050615_SEG_TURN_00733,1816
050615_SEG_TURN_01432,1817
050673_SEG_CURR_NEXT_00443,1818
050673_SEG_PREV_CURR_00444,1819
050673_SEG_PREV_CURR_00951,1820
050673_SEG_CURR_NEXT_00950,1821
050492_SEG_TURN_00724,1822
050606_SEG_TURN_01506,1823
050606_SEG_PREV_CURR_01506,1824
050606_SEG_CURR_NEXT_01505,1825
050615_SEG_CURR_NEXT_01431,1826
050615_SEG_PREV_CURR_01432,1827
050308_SEG_TURN_00185,1828
050308_SEG_CURR_NEXT_00185,1829
050308_SEG_PREV_CURR_00186,1830
050308_SEG_PREV_CURR_00185,1831
050308_SEG_CURR_NEXT_00184,1832
050308_SEG_PREV_CURR_00187,1833
050308_SEG_CURR_NEXT_00186,1834
050308_SEG_TURN_00186,1835
050308_SEG_TURN_00187,1836
050308_SEG_CURR_NEXT_00187,1837
050308_SEG_PREV_CURR_00188,1838
050615_SEG_TURN_01435,1839
050615_SEG_CURR_NEXT_01434,1840
050615_SEG_PREV_CURR_01435,1841
050606_SEG_TURN_00967,1842
050350_SEG_TURN_00245,1843
050615_SEG_TURN_00058,1844
050606_SEG_PREV_CURR_00968,1845
050606_SEG_CURR_NEXT_00967,1846
050606_SEG_PREV_CURR_00967,1847
050606_SEG_CURR_NEXT_00966,1848
050673_SEG_TURN_00288,1849
050673_SEG_TURN_00675,1850
050673_SEG_CURR_NEXT_00675,1851
050673_SEG_PREV_CURR_00676,1852
050615_SEG_CURR_NEXT_01435,1853
050615_SEG_PREV_CURR_01436,1854
050673_SEG_TURN_00097,1855
050350_SEG_CURR_NEXT_00245,1856
050350_SEG_PREV_CURR_00246,1857
050606_SEG_TURN_01435,1858
050673_SEG_CURR_NEXT_00288,1859
050673_SEG_PREV_CURR_00289,1860
050673_SEG_TURN_00374,1861
050615_SEG_TURN_01310,1862
050615_SEG_CURR_NEXT_01310,1863
050615_SEG_PREV_CURR_01311,1864
050673_SEG_CURR_NEXT_00096,1865
050673_SEG_PREV_CURR_00097,1866
050606_SEG_TURN_00430,1867
050673_SEG_PREV_CURR_00375,1868
050673_SEG_CURR_NEXT_00374,1869
050673_SEG_CURR_NEXT_00097,1870
050673_SEG_PREV_CURR_00098,1871
050673_SEG_PREV_CURR_00374,1872
050673_SEG_CURR_NEXT_00373,1873
050350_SEG_TURN_01402,1874
050606_SEG_PREV_CURR_00431,1875
050606_SEG_CURR_NEXT_00430,1876
050615_SEG_CURR_NEXT_01309,1877
050673_SEG_TURN_00703,1878
050673_SEG_TURN_00705,1879
050673_SEG_CURR_NEXT_00705,1880
050673_SEG_PREV_CURR_00706,1881
050673_SEG_CURR_NEXT_00704,1882
050673_SEG_PREV_CURR_00705,1883
050673_SEG_PREV_CURR_00707,1884
050673_SEG_CURR_NEXT_00706,1885
050673_SEG_PREV_CURR_00708,1886
050673_SEG_CURR_NEXT_00707,1887
050615_SEG_TURN_01249,1888
050615_SEG_CURR_NEXT_01249,1889
050615_SEG_PREV_CURR_01250,1890
050673_SEG_CURR_NEXT_00702,1891
050673_SEG_PREV_CURR_00703,1892
050673_SEG_PREV_CURR_00704,1893
050673_SEG_CURR_NEXT_00703,1894
050615_SEG_CURR_NEXT_01248,1895
050615_SEG_PREV_CURR_01249,1896
050615_SEG_TURN_00010,1897
050615_SEG_PREV_CURR_01357,1898
050615_SEG_CURR_NEXT_01356,1899
050615_SEG_CURR_NEXT_01049,1900
050615_SEG_PREV_CURR_01050,1901
050615_SEG_CURR_NEXT_00010,1902
050615_SEG_PREV_CURR_00011,1903
050615_SEG_TURN_00011,1904
050615_SEG_TURN_01049,1905
050615_SEG_PREV_CURR_00012,1906
050615_SEG_CURR_NEXT_00011,1907
050615_SEG_TURN_01356,1908
050615_SEG_PREV_CURR_01356,1909
050615_SEG_CURR_NEXT_01355,1910
050615_SEG_TURN_01320,1911
050615_SEG_CURR_NEXT_01315,1912
050615_SEG_PREV_CURR_01316,1913
050615_SEG_TURN_01315,1914
050308_SEG_CURR_NEXT_00748,1915
050308_SEG_PREV_CURR_00749,1916
050615_SEG_TURN_00807,1917
050673_SEG_TURN_00709,1918
050308_SEG_PREV_CURR_00880,1919
050308_SEG_CURR_NEXT_00879,1920
050308_SEG_TURN_00880,1921
050308_SEG_CURR_NEXT_00880,1922
050308_SEG_PREV_CURR_00881,1923
050308_SEG_TURN_00875,1924
050308_SEG_TURN_00879,1925
050308_SEG_TURN_00873,1926
050308_SEG_TURN_00829,1927
050308_SEG_TURN_00825,1928
050308_SEG_TURN_00881,1929
050606_SEG_TURN_00198,1930
050308_SEG_CURR_NEXT_00875,1931
050308_SEG_PREV_CURR_00876,1932
050308_SEG_TURN_00877,1933
050606_SEG_CURR_NEXT_00197,1934
050606_SEG_PREV_CURR_00198,1935
050308_SEG_CURR_NEXT_00874,1936
050308_SEG_PREV_CURR_00875,1937
050308_SEG_CURR_NEXT_00876,1938
050308_SEG_PREV_CURR_00877,1939
050606_SEG_TURN_00267,1940
050308_SEG_CURR_NEXT_00873,1941
050308_SEG_PREV_CURR_00874,1942
050673_SEG_TURN_00137,1943
050606_SEG_CURR_NEXT_00198,1944
050606_SEG_PREV_CURR_00199,1945
050308_SEG_CURR_NEXT_00881,1946
050308_SEG_PREV_CURR_00882,1947
050308_SEG_PREV_CURR_00879,1948
050308_SEG_CURR_NEXT_00878,1949
050308_SEG_CURR_NEXT_00872,1950
050308_SEG_PREV_CURR_00873,1951
050308_SEG_CURR_NEXT_00877,1952
050308_SEG_PREV_CURR_00878,1953
050606_SEG_PREV_CURR_00268,1954
050606_SEG_CURR_NEXT_00267,1955
050606_SEG_CURR_NEXT_00266,1956
050606_SEG_PREV_CURR_00267,1957
050308_SEG_CURR_NEXT_00825,1958
050308_SEG_PREV_CURR_00826,1959
050308_SEG_TURN_00872,1960
050308_SEG_TURN_00883,1961
050308_SEG_PREV_CURR_00872,1962
050308_SEG_CURR_NEXT_00871,1963
050606_SEG_TURN_01193,1964
050673_SEG_PREV_CURR_00138,1965
050673_SEG_CURR_NEXT_00137,1966
050673_SEG_TURN_01013,1967
050308_SEG_TURN_00827,1968
050430_SEG_TURN_00354,1969
050430_SEG_PREV_CURR_00355,1970
050430_SEG_CURR_NEXT_00354,1971
050350_SEG_TURN_00943,1972
050308_SEG_TURN_00101,1973
050673_SEG_CURR_NEXT_00938,1974
050673_SEG_PREV_CURR_00939,1975
050350_SEG_CURR_NEXT_00943,1976
050350_SEG_PREV_CURR_00944,1977
050430_SEG_CURR_NEXT_00353,1978
050430_SEG_PREV_CURR_00354,1979
050673_SEG_PREV_CURR_00940,1980
050673_SEG_CURR_NEXT_00939,1981
050350_SEG_PREV_CURR_00943,1982
050350_SEG_CURR_NEXT_00942,1983
050308_SEG_PREV_CURR_00958,1984
050673_SEG_TURN_00651,1985
050606_SEG_TURN_00575,1986
050492_SEG_TURN_00637,1987
050615_SEG_TURN_00619,1988
050308_SEG_PREV_CURR_00101,1989
050308_SEG_CURR_NEXT_00100,1990
050673_SEG_TURN_00155,1991
050673_SEG_TURN_00963,1992
050673_SEG_PREV_CURR_00964,1993
050673_SEG_CURR_NEXT_00963,1994
050673_SEG_CURR_NEXT_00962,1995
050673_SEG_PREV_CURR_00963,1996
050673_SEG_TURN_00105,1997
050673_SEG_CURR_NEXT_00364,1998
050673_SEG_PREV_CURR_00365,1999
050673_SEG_TURN_00100,2000
050673_SEG_TURN_00102,2001
050673_SEG_TURN_00961,2002
050673_SEG_CURR_NEXT_00104,2003
050673_SEG_PREV_CURR_00105,2004
050673_SEG_CURR_NEXT_00100,2005
050673_SEG_PREV_CURR_00101,2006
050673_SEG_CURR_NEXT_00099,2007
050673_SEG_PREV_CURR_00100,2008
050430_SEG_TURN_00708,2009
050673_SEG_TURN_00362,2010
050673_SEG_PREV_CURR_00102,2011
050673_SEG_CURR_NEXT_00101,2012
050673_SEG_CURR_NEXT_00105,2013
050673_SEG_PREV_CURR_00106,2014
050673_SEG_PREV_CURR_00961,2015
050673_SEG_CURR_NEXT_00960,2016
050673_SEG_CURR_NEXT_00361,2017
050673_SEG_PREV_CURR_00362,2018
050673_SEG_TURN_00107,2019
050673_SEG_PREV_CURR_00103,2020
050673_SEG_CURR_NEXT_00102,2021
050673_SEG_PREV_CURR_00962,2022
050673_SEG_CURR_NEXT_00961,2023
050673_SEG_TURN_00965,2024
050673_SEG_CURR_NEXT_00362,2025
050492_SEG_TURN_00460,2026
050615_SEG_TURN_01422,2027
050673_SEG_CURR_NEXT_01013,2028
050673_SEG_PREV_CURR_01014,2029
050492_SEG_TURN_00159,2030
050673_SEG_PREV_CURR_01013,2031
050673_SEG_CURR_NEXT_01012,2032
050492_SEG_PREV_CURR_00460,2033
050492_SEG_CURR_NEXT_00459,2034
050615_SEG_PREV_CURR_01422,2035
050615_SEG_CURR_NEXT_01421,2036
050615_SEG_PREV_CURR_01423,2037
050615_SEG_CURR_NEXT_01422,2038
050673_SEG_TURN_00517,2039
050673_SEG_CURR_NEXT_00517,2040
050673_SEG_PREV_CURR_00518,2041
050673_SEG_PREV_CURR_00517,2042
050673_SEG_CURR_NEXT_00516,2043
050492_SEG_CURR_NEXT_00460,2044
050430_SEG_TURN_00058,2045
050606_SEG_TURN_01639,2046
050606_SEG_CURR_NEXT_01638,2047
050606_SEG_PREV_CURR_01639,2048
050606_SEG_CURR_NEXT_01639,2049
050606_SEG_PREV_CURR_01640,2050
050492_SEG_TURN_01185,2051
050673_SEG_TURN_00254,2052
050492_SEG_CURR_NEXT_01184,2053
050492_SEG_PREV_CURR_01185,2054
050430_SEG_PREV_CURR_00058,2055
050430_SEG_CURR_NEXT_00057,2056
050308_SEG_CURR_NEXT_00284,2057
050308_SEG_PREV_CURR_00285,2058
050308_SEG_TURN_00284,2059
050430_SEG_PREV_CURR_00059,2060
050430_SEG_CURR_NEXT_00058,2061
050308_SEG_PREV_CURR_00284,2062
050308_SEG_CURR_NEXT_00283,2063
050673_SEG_TURN_00334,2064
050615_SEG_TURN_00754,2065
050673_SEG_CURR_NEXT_00253,2066
050673_SEG_PREV_CURR_00254,2067
050673_SEG_PREV_CURR_00335,2068
050673_SEG_CURR_NEXT_00334,2069
050615_SEG_PREV_CURR_00755,2070
050615_SEG_CURR_NEXT_00754,2071
050673_SEG_CURR_NEXT_00333,2072
050673_SEG_PREV_CURR_00334,2073
050606_SEG_TURN_00011,2074
050673_SEG_TURN_00603,2075
050606_SEG_PREV_CURR_00012,2076
050606_SEG_CURR_NEXT_00011,2077
050606_SEG_CURR_NEXT_00010,2078
050606_SEG_PREV_CURR_00011,2079
050308_SEG_TURN_00282,2080
050492_SEG_TURN_01314,2081
050308_SEG_PREV_CURR_00283,2082
050308_SEG_CURR_NEXT_00282,2083
050308_SEG_TURN_00286,2084
050673_SEG_TURN_01036,2085
050430_SEG_TURN_01146,2086
050308_SEG_TURN_00747,2087
050430_SEG_PREV_CURR_01146,2088
050430_SEG_CURR_NEXT_01145,2089
050308_SEG_PREV_CURR_00747,2090
050308_SEG_CURR_NEXT_00746,2091
050673_SEG_PREV_CURR_01037,2092
050673_SEG_CURR_NEXT_01036,2093
050430_SEG_CURR_NEXT_01146,2094
050430_SEG_PREV_CURR_01147,2095
050308_SEG_PREV_CURR_00286,2096
050308_SEG_CURR_NEXT_00285,2097
050308_SEG_TURN_00292,2098
050673_SEG_CURR_NEXT_01035,2099
050673_SEG_PREV_CURR_01036,2100
050308_SEG_CURR_NEXT_00291,2101
050308_SEG_PREV_CURR_00292,2102
050308_SEG_PREV_CURR_00282,2103
050308_SEG_CURR_NEXT_00281,2104
050308_SEG_CURR_NEXT_00292,2105
050308_SEG_PREV_CURR_00293,2106
050430_SEG_PREV_CURR_01148,2107
050430_SEG_CURR_NEXT_01147,2108
050673_SEG_TURN_01029,2109
050308_SEG_TURN_00001,2110
050308_SEG_PREV_CURR_00748,2111
050308_SEG_CURR_NEXT_00747,2112
050673_SEG_CURR_NEXT_01028,2113
050673_SEG_PREV_CURR_01029,2114
050308_SEG_TURN_01066,2115
050430_SEG_TURN_01147,2116
050308_SEG_TURN_00745,2117
050308_SEG_CURR_NEXT_00745,2118
050308_SEG_PREV_CURR_00746,2119
050308_SEG_CURR_NEXT_01066,2120
050308_SEG_PREV_CURR_01067,2121
050308_SEG_PREV_CURR_00745,2122
050308_SEG_CURR_NEXT_00744,2123
050615_SEG_TURN_00283,2124
050615_SEG_PREV_CURR_00284,2125
050615_SEG_CURR_NEXT_00283,2126
050615_SEG_TURN_00825,2127
050615_SEG_CURR_NEXT_00282,2128
050615_SEG_PREV_CURR_00283,2129
050308_SEG_CURR_NEXT_00289,2130
050308_SEG_PREV_CURR_00290,2131
050308_SEG_TURN_00289,2132
050308_SEG_PREV_CURR_00289,2133
050308_SEG_CURR_NEXT_00288,2134
050615_SEG_PREV_CURR_00825,2135
050615_SEG_CURR_NEXT_00824,2136
050615_SEG_TURN_00973,2137
050606_SEG_TURN_00091,2138
050308_SEG_TURN_00290,2139
050615_SEG_TURN_01366,2140
050615_SEG_TURN_00080,2141
050615_SEG_PREV_CURR_00826,2142
050615_SEG_CURR_NEXT_00825,2143
050615_SEG_CURR_NEXT_01366,2144
050615_SEG_PREV_CURR_01367,2145
050615_SEG_CURR_NEXT_00080,2146
050615_SEG_PREV_CURR_00081,2147
050615_SEG_PREV_CURR_00080,2148
050615_SEG_CURR_NEXT_00079,2149
050606_SEG_PREV_CURR_00092,2150
050606_SEG_CURR_NEXT_00091,2151
050615_SEG_PREV_CURR_00973,2152
050615_SEG_CURR_NEXT_00972,2153
050606_SEG_TURN_00723,2154
050615_SEG_PREV_CURR_00974,2155
050615_SEG_CURR_NEXT_00973,2156
050308_SEG_CURR_NEXT_00290,2157
050308_SEG_PREV_CURR_00291,2158
050606_SEG_CURR_NEXT_00090,2159
050606_SEG_PREV_CURR_00091,2160
050606_SEG_CURR_NEXT_00722,2161
050606_SEG_PREV_CURR_00723,2162
050615_SEG_CURR_NEXT_01365,2163
050615_SEG_PREV_CURR_01366,2164
050606_SEG_TURN_00146,2165
050606_SEG_PREV_CURR_00724,2166
050606_SEG_CURR_NEXT_00723,2167
050606_SEG_PREV_CURR_00147,2168
050308_SEG_TURN_00406,2169
050308_SEG_CURR_NEXT_00405,2170
050308_SEG_PREV_CURR_00406,2171
050308_SEG_CURR_NEXT_00406,2172
050308_SEG_PREV_CURR_00407,2173
050615_SEG_TURN_01102,2174
050615_SEG_TURN_01084,2175
050615_SEG_PREV_CURR_01103,2176
050615_SEG_CURR_NEXT_01102,2177
050673_SEG_TURN_00640,2178
050308_SEG_TURN_00400,2179
050673_SEG_PREV_CURR_00641,2180
050673_SEG_CURR_NEXT_00640,2181
050308_SEG_CURR_NEXT_00399,2182
050308_SEG_PREV_CURR_00400,2183
050673_SEG_CURR_NEXT_00639,2184
050673_SEG_PREV_CURR_00640,2185
050308_SEG_PREV_CURR_00401,2186
050308_SEG_CURR_NEXT_00400,2187
050615_SEG_TURN_00827,2188
050430_SEG_TURN_00785,2189
050606_SEG_TURN_00549,2190
050615_SEG_TURN_00004,2191
050492_SEG_TURN_00004,2192
050350_SEG_TURN_01105,2193
050673_SEG_TURN_00004,2194
050430_SEG_PREV_CURR_00786,2195
050430_SEG_CURR_NEXT_00785,2196
050492_SEG_TURN_00624,2197
050350_SEG_CURR_NEXT_01105,2198
050350_SEG_PREV_CURR_01106,2199
050606_SEG_TURN_00004,2200
050615_SEG_PREV_CURR_01084,2201
050615_SEG_CURR_NEXT_01083,2202
050615_SEG_CURR_NEXT_00827,2203
050615_SEG_PREV_CURR_00828,2204
050606_SEG_CURR_NEXT_00548,2205
050606_SEG_PREV_CURR_00549,2206
050606_SEG_CURR_NEXT_00549,2207
050606_SEG_PREV_CURR_00550,2208
050615_SEG_TURN_00664,2209
050615_SEG_CURR_NEXT_00664,2210
050615_SEG_PREV_CURR_00665,2211
050606_SEG_TURN_01675,2212
050606_SEG_TURN_00343,2213
050615_SEG_CURR_NEXT_00663,2214
050615_SEG_PREV_CURR_00664,2215
050606_SEG_PREV_CURR_00343,2216
050606_SEG_CURR_NEXT_00342,2217
050606_SEG_PREV_CURR_00344,2218
050606_SEG_CURR_NEXT_00343,2219
050606_SEG_CURR_NEXT_01674,2220
050606_SEG_PREV_CURR_01675,2221
050606_SEG_PREV_CURR_01676,2222
050606_SEG_CURR_NEXT_01675,2223
050606_SEG_PREV_CURR_01331,2224
050606_SEG_CURR_NEXT_01330,2225
050606_SEG_TURN_01677,2226
050606_SEG_CURR_NEXT_01676,2227
050606_SEG_PREV_CURR_01677,2228
050606_SEG_PREV_CURR_01678,2229
050606_SEG_CURR_NEXT_01677,2230
050606_SEG_PREV_CURR_01330,2231
050606_SEG_CURR_NEXT_01329,2232
050615_SEG_TURN_01273,2233
050615_SEG_PREV_CURR_01273,2234
050615_SEG_CURR_NEXT_01272,2235
050615_SEG_PREV_CURR_01274,2236
050615_SEG_CURR_NEXT_01273,2237
050350_SEG_TURN_00867,2238
050308_SEG_CURR_NEXT_00300,2239
050308_SEG_PREV_CURR_00301,2240
050350_SEG_TURN_00164,2241
050350_SEG_CURR_NEXT_00164,2242
050350_SEG_PREV_CURR_00165,2243
050308_SEG_TURN_00300,2244
050350_SEG_CURR_NEXT_00163,2245
050350_SEG_PREV_CURR_00164,2246
050308_SEG_CURR_NEXT_00299,2247
050308_SEG_PREV_CURR_00300,2248
050308_SEG_TURN_00301,2249
050615_SEG_TURN_01180,2250
050350_SEG_TURN_01383,2251
050350_SEG_PREV_CURR_00867,2252
050350_SEG_CURR_NEXT_00866,2253
